103	115.9308 	44.3693 	925	453010611
104	115.9308 	44.3631 	924	453010684
105	115.9309 	44.3587 	927	453010204
106	115.9310 	44.3524 	929	453009280
107	115.9313 	44.3474 	934	453009872
108	115.9314 	44.3416 	932	453009672
109	115.9315 	44.3362 	941	453010801
110	115.9316 	44.3308 	955	453010484
111	115.9325 	44.3255 	927	453010660
112	115.9339 	44.3202 	932	453009510
113	115.9358 	44.3148 	934	453009252
114	115.9372 	44.3094 	926	453009496
115	115.9386 	44.3041 	930	453010807
116	115.9402 	44.2988 	935	453010320
117	115.9416 	44.2934 	932	453009668
118	115.9431 	44.2881 	933	453009831
119	115.9435 	44.2825 	935	453010739
120	115.9450 	44.2771 	949	453010287
121	115.9449 	44.2719 	938	453009575
122	115.9448 	44.2665 	938	453010480
123	115.9447 	44.2610 	932	453009415
124	115.9446 	44.2558 	936	453009576
125	115.9442 	44.2503 	936	453010387
126	115.9418 	44.2448 	930	453010489
127	115.9390 	44.2394 	933	453010718
128	115.9367 	44.2339 	931	453010183
129	115.9341 	44.2283 	931	453010592
130	115.9315 	44.2228 	945	453010781
131	115.9288 	44.2174 	936	453010790
132	115.9263 	44.2120 	943	453009675
133	115.9239 	44.2064 	941	453009468
134	115.9215 	44.2012 	941	453009490
135	115.9175 	44.1955 	934	453010834
136	115.9137 	44.1899 	950	453010562
137	115.9101 	44.1845 	950	453009354
138	115.9167 	44.1791 	944	453009719
139	115.9288 	44.1758 	944	453009825
140	115.9370 	44.1691 	943	453010191
141	115.9430 	44.1644 	953	453010885
142	115.9491 	44.1590 	959	453010789
143	115.9536 	44.1538 	975	453010752
144	115.9560 	44.1487 	988	453009341
145	115.9577 	44.1429 	994	453009241
146	115.9585 	44.1375 	965	453009570
147	115.9597 	44.1319 	962	453009279
148	115.9607 	44.1268 	947	453009245
149	115.9641 	44.1214 	954	453010403
150	115.9704 	44.1168 	966	453010510
151	115.9790 	44.1114 	967	453009707
152	115.9883 	44.1094 	962	453009463
153	115.9973 	44.1051 	964	453010769
154	116.0028 	44.0989 	958	453010416
155	116.0103 	44.0946 	962	453010628
156	116.0219 	44.0908 	965	453009904
157	116.0316 	44.0858 	964	453010329
158	116.0395 	44.0833 	970	453010725
159	116.0482 	44.0810 	966	453010174
160	116.0575 	44.0789 	965	453009322
161	116.0646 	44.0747 	971	453009495
162	116.0746 	44.0719 	977	453010799
163	116.0846 	44.0698 	987	453010389
164	116.0953 	44.0667 	975	453009649
165	116.1047 	44.0614 	975	453010729
166	116.1097 	44.0561 	968	453010746
167	116.1095 	44.0505 	968	453009262
168	116.1074 	44.0451 	979	453010768
169	116.1045 	44.0403 	978	453010499
170	116.1024 	44.0344 	978	453009736
171	116.1008 	44.0289 	972	453010602
172	116.1010 	44.0238 	972	453009559
173	116.1012 	44.0180 	979	453010321
174	116.1010 	44.0126 	982	453009748
175	116.1020 	44.0071 	982	453009682
176	116.1035 	44.0028 	980	453009393
177	116.1063 	43.9966 	979	453010672
178	116.1095 	43.9914 	982	453010231
179	116.1112 	43.9859 	982	453009907
180	116.1142 	43.9807 	984	453010483
181	116.1200 	43.9755 	988	453009259
182	116.1258 	43.9703 	992	453010236
183	116.1313 	43.9652 	1002	453009683
184	116.1371 	43.9597 	1014	453009619
185	116.1422 	43.9548 	1032	453009366
186	116.1440 	43.9492 	1029	453009528
187	116.1417 	43.9439 	1021	453009745
188	116.1332 	43.9388 	1014	453010392
189	116.1238 	43.9341 	1019	453010539
190	116.1142 	43.9294 	1009	453009378
191	116.1061 	43.9253 	1000	453009426
192	116.0972 	43.9209 	997	453009596
193	116.0971 	43.9151 	1000	453009799
194	116.0982 	43.9101 	1000	453009812
195	116.0992 	43.9049 	1016	453009486
196	116.0998 	43.8995 	1023	453009912
197	116.0992 	43.8942 	1046	453010228
198	116.0975 	43.8884 	1045	453010694
199	116.0947 	43.8833 	1046	453010934
200	116.0910 	43.8774 	1031	453010281
201	116.0877 	43.8719 	1009	453010212
202	116.0847 	43.8669 	997	453010731
203	116.0810 	43.8607 	999	453009493
204	116.0808 	43.8553 	1020	453010693
205	116.0856 	43.8505 	1047	453009523
206	116.0877 	43.8454 	1044	453009792
207	116.0902 	43.8393 	1043	453009579
208	116.0936 	43.8350 	1058	453009717
209	116.0958 	43.8297 	1068	453010863
210	116.0931 	43.8240 	1081	453009845
211	116.0926 	43.8183 	1103	453010584
212	116.0927 	43.8127 	1081	453010451
213	116.0941 	43.8074 	1069	453009667
214	116.0954 	43.8021 	1063	453009305
215	116.0966 	43.7972 	1064	453010470
216	116.0981 	43.7915 	1063	453009235
217	116.0994 	43.7862 	1061	453009684
218	116.1006 	43.7812 	1070	453010884
219	116.1014 	43.7758 	1090	453010338
220	116.1017 	43.7701 	1100	453010343
221	116.1018 	43.7650 	1091	453009531
222	116.1027 	43.7596 	1074	453008777
223	116.1038 	43.7538 	1071	453009809
224	116.1047 	43.7485 	1065	453009542
225	116.1059 	43.7432 	1065	453009538
226	116.1068 	43.7377 	1069	453009624
227	116.1078 	43.7326 	1068	453009437
228	116.1088 	43.7271 	1072	453009518
229	116.1098 	43.7215 	1068	453010418
230	116.1108 	43.7164 	1075	453009915
231	116.1118 	43.7109 	1076	453009456
232	116.1128 	43.7055 	1083	453010610
233	116.1137 	43.7002 	1083	453009750
234	116.1147 	43.6953 	1090	453009866
235	116.1157 	43.6895 	1098	453010687
236	116.1167 	43.6841 	1106	453009502
237	116.1178 	43.6784 	1115	453009525
238	116.1187 	43.6734 	1114	453010566
239	116.1210 	43.6674 	1121	453009289
240	116.1241 	43.6630 	1127	453010632
241	116.1268 	43.6580 	1126	453009692
242	116.1302 	43.6520 	1138	453010439
243	116.1334 	43.6465 	1139	453010692
244	116.1364 	43.6415 	1150	453010344
245	116.1393 	43.6364 	1160	453010548
246	116.1425 	43.6310 	1184	453010850
247	116.1456 	43.6258 	1177	453010271
248	116.1482 	43.6211 	1189	453010461
249	116.1485 	43.6149 	1211	453009712
250	116.1471 	43.6094 	1212	453010600
251	116.1473 	43.6040 	1211	453009728
252	116.1477 	43.5987 	1224	453009721
253	116.1466 	43.5933 	1235	453009901
254	116.1446 	43.5881 	1269	453009286
255	116.1423 	43.5823 	1264	453010563
256	116.1385 	43.5768 	1272	453010722
257	116.1353 	43.5713 	1317	453009578
258	116.1333 	43.5658 	1325	453009505
259	116.1305 	43.5603 	1318	453009389
260	116.1289 	43.5548 	1309	453009267
261	116.1275 	43.5494 	1329	453010741
262	116.1256 	43.5441 	1326	453010921
263	116.1246 	43.5385 	1324	453010511
264	116.1225 	43.5330 	1326	453010350
265	116.1209 	43.5278 	1325	453009811
266	116.1192 	43.5221 	1349	453010382
267	116.1178 	43.5168 	1361	453010674
268	116.1164 	43.5117 	1367	453010581
269	116.1148 	43.5059 	1376	453009405
270	116.1131 	43.5004 	1369	453010348
271	116.1118 	43.4950 	1387	453010860
272	116.1104 	43.4896 	1388	453009428
273	116.1088 	43.4842 	1403	453010695
274	116.1075 	43.4787 	1412	453010369
275	116.1067 	43.4732 	1430	453009754
276	116.1057 	43.4678 	1427	453010360
277	116.1049 	43.4623 	1439	453010541
278	116.1041 	43.4571 	1442	453010870
279	116.1033 	43.4515 	1436	453010491
280	116.1025 	43.4462 	1437	453010646
281	116.1019 	43.4407 	1436	453010326
282	116.1010 	43.4354 	1449	453009600
283	116.1001 	43.4303 	1451	453010412
284	116.0985 	43.4247 	1467	453010878
285	116.0956 	43.4184 	1451	453010675
286	116.0930 	43.4133 	1473	453010331
287	116.0907 	43.4084 	1444	453009861
288	116.0901 	43.4030 	1418	453009430
289	116.0909 	43.3976 	1413	453009380
290	116.0913 	43.3923 	1409	453010214
291	116.0942 	43.3867 	1394	453009406
292	116.0974 	43.3817 	1369	453010869
293	116.0982 	43.3763 	1363	453009519
294	116.0991 	43.3713 	1366	453010227
295	116.0999 	43.3655 	1369	453010573
296	116.1008 	43.3600 	1370	453009828
297	116.1016 	43.3546 	1365	453010397
298	116.1025 	43.3494 	1374	453009800
299	116.1016 	43.3437 	1362	453009557
300	116.1020 	43.3383 	1367	453010273
301	116.1026 	43.3333 	1361	453010527
302	116.1033 	43.3279 	1346	453009724
303	116.1041 	43.3225 	1326	453010362
304	116.1077 	43.3182 	1301	453009780
305	116.1101 	43.3118 	1310	453009373
306	116.1116 	43.3066 	1311	453009296
307	116.1133 	43.3011 	1299	453010313
308	116.1165 	43.2959 	1279	453009247
309	116.1182 	43.2909 	1284	453010413
310	116.1201 	43.2855 	1279	453009421
311	116.1209 	43.2800 	1279	453010751
312	116.1248 	43.2745 	1285	453010623
313	116.1274 	43.2693 	1289	453009446
314	116.1300 	43.2637 	1299	453010842
315	116.1300 	43.2591 	1291	453009418
316	116.1310 	43.2530 	1291	453009416
317	116.1327 	43.2475 	1290	453010812
318	116.1351 	43.2422 	1291	453009798
319	116.1376 	43.2366 	1288	453009601
320	116.1398 	43.2317 	1293	453010614
321	116.1424 	43.2263 	1298	453010535
322	116.1449 	43.2210 	1296	453010428
323	116.1455 	43.2158 	1293	453009306
324	116.1454 	43.2103 	1296	453010626
325	116.1418 	43.2047 	1296	453010576
326	116.1364 	43.1992 	1296	453010707
327	116.1359 	43.1939 	1297	453007502
328	116.1354 	43.1882 	1293	453009489
329	116.1350 	43.1828 	1297	453010589
330	116.1329 	43.1772 	1298	453009401
331	116.1243 	43.1719 	1298	453009284
332	116.1183 	43.1663 	1302	453010446
333	116.1139 	43.1607 	1304	453009376
334	116.1151 	43.1554 	1298	453009371
335	116.1169 	43.1498 	1303	453010213
336	116.1181 	43.1446 	1293	453009737
337	116.1146 	43.1393 	1297	453010588
338	116.1088 	43.1342 	1295	453009773
339	116.1038 	43.1279 	1297	453009411
340	116.0996 	43.1226 	1293	453010530
341	116.0918 	43.1184 	1297	453009819
342	116.0783 	43.1156 	1293	453010636
343	116.0671 	43.1148 	1291	453009381
344	116.0595 	43.1105 	1289	453010640
345	116.0572 	43.1050 	1287	453010937
346	116.0546 	43.0991 	1288	453010240
347	116.0525 	43.0941 	1294	453009594
348	116.0501 	43.0887 	1291	453009694
349	116.0478 	43.0832 	1294	453009438
350	116.0439 	43.0776 	1289	453010395
351	116.0404 	43.0721 	1288	453009869
352	116.0375 	43.0667 	1287	453009786
353	116.0342 	43.0616 	1286	453009911
354	116.0281 	43.0550 	1288	453010189
355	116.0202 	43.0514 	1284	453009544
356	116.0116 	43.0484 	1287	453009625
357	116.0028 	43.0438 	1285	453009308
358	115.9993 	43.0384 	1283	453009896
359	115.9967 	43.0331 	1284	453010493
360	115.9923 	43.0277 	1285	453009379
361	115.9885 	43.0219 	1281	453009307
362	115.9856 	43.0165 	1281	453010497
363	115.9823 	43.0110 	1281	453010719
364	115.9794 	43.0057 	1280	453010465
365	115.9751 	42.9997 	1282	453010426
366	115.9706 	42.9945 	1285	453009751
367	115.9675 	42.9893 	1285	453039658
368	115.9651 	42.9836 	1286	453010464
369	115.9601 	42.9779 	1287	453010569
370	115.9553 	42.9723 	1285	453009834
371	115.9517 	42.9670 	1285	453010635
372	115.9496 	42.9617 	1283	453009899
373	115.9478 	42.9561 	1283	453010784
374	115.9476 	42.9507 	1287	453009388
375	115.9492 	42.9453 	1287	453010593
376	115.9492 	42.9391 	1290	453010422
377	115.9440 	42.9342 	1286	453009673
378	115.9375 	42.9285 	1291	453009638
379	115.9355 	42.9234 	1290	453009591
380	115.9335 	42.9182 	1292	453009537
381	115.9304 	42.9132 	1293	453010648
382	115.9225 	42.9064 	1290	453009885
383	115.9208 	42.9008 	1294	453010803
384	115.9225 	42.8956 	1295	453009335
385	115.9225 	42.8898 	1300	453010919
386	115.9211 	42.8843 	1308	453009314
387	115.9185 	42.8776 	1306	453010469
388	115.9070 	42.8747 	1311	453010375
389	115.8986 	42.8685 	1298	453010175
390	115.8929 	42.8622 	1298	453009233
391	115.8919 	42.8568 	1294	453010323
392	115.8878 	42.8514 	1298	453009718
393	115.8842 	42.8457 	1303	453010546
394	115.8827 	42.8404 	1303	453010496
395	115.8808 	42.8348 	1305	453010276
396	115.8809 	42.8295 	1304	453010443
397	115.8810 	42.8241 	1289	453009613
398	115.8812 	42.8186 	1309	453009772
399	115.8825 	42.8133 	1303	453009614
400	115.8845 	42.8081 	1299	453010537
401	115.8867 	42.8026 	1305	453009650
402	115.8899 	42.7973 	1306	453010238
403	115.8940 	42.7923 	1310	453010620
404	115.8942 	42.7867 	1304	453010299
405	115.8936 	42.7813 	1306	453009561
406	115.8932 	42.7759 	1311	453010460
407	115.8981 	42.7707 	1311	453010710
408	115.9008 	42.7655 	1319	453010570
409	115.9039 	42.7602 	1315	453010476
410	115.9050 	42.7549 	1312	453010594
411	115.9038 	42.7493 	1303	453010787
412	115.9044 	42.7440 	1307	453010424
413	115.9066 	42.7387 	1314	453009273
414	115.9090 	42.7336 	1307	453008937
415	115.9127 	42.7281 	1311	453010714
416	115.9185 	42.7227 	1303	453010525
417	115.9260 	42.7174 	1314	453010301
418	115.9322 	42.7122 	1321	453010828
419	115.9351 	42.7072 	1315	453010488
420	115.9384 	42.7020 	1318	453010844
HS01	116.1082 	43.4012 	1412	453010225
HS02	116.1268 	43.4013 	1430	453010629
HS03	116.1454 	43.4013 	1450	453009506
HS04	116.1638 	43.4014 	1437	453009326
HS05	116.1825 	43.4014 	1451	453009240
HS06	116.2010 	43.4015 	1456	453010249
HS07	116.2195 	43.4016 	1441	453010835
HS08	116.2381 	43.4017 	1446	453010609
HS09	116.2564 	43.4019 	1437	453009236
HS10	116.2755 	43.4021 	1426	453010615
HS11	116.2937 	43.4019 	1418	453009615
HS12	116.3120 	43.4020 	1416	453009643
HS13	116.3307 	43.4021 	1436	453010352
HS14	116.3494 	43.4021 	1463	453009564
HS15	116.3679 	43.4022 	1446	453010458
HS16	116.3864 	43.4023 	1409	453009375
HS17	116.4050 	43.4024 	1381	453007570
HS18	116.4235 	43.4024 	1383	453009258
HS19	116.2316 	43.4826 	1462	453010345
HS20	116.2317 	43.4693 	1463	453010500
HS21	116.2312 	43.4558 	1545	453009535
HS22	116.2316 	43.4422 	1538	453010325
HS23	116.2316 	43.4288 	1486	453009509
HS24	116.2314 	43.4153 	1541	453009391
HS25	116.2734 	43.4824 	1381	453009242
HS26	116.2719 	43.4692 	1429	453010394
HS27	116.2738 	43.4549 	1470	453009623
HS28	116.2761 	43.4423 	1469	453009818
HS29	116.2740 	43.4287 	1141	453010316
HS30	116.2758 	43.4159 	1437	453010774
